2,e100.png,2,0,1
1,e30.png,3,0.5,0.3
1,e30.png,3,0,0.3
1,e20.png,5,0,0.2
2,e20.png,2,0,0.2
1,e80.png,2,0,0.8
2,e30.png,5,0,0.3
2,e80.png,3,0.5,0.8
1,e100.png,3,0.5,1
2,e80.png,5,0,0.8
2,e100.png,3,0,1
2,e30.png,2,0,0.3
1,e80.png,5,0,0.8
1,e80.png,3,0,0.8
1,e50.png,3,0.5,0.5
1,e50.png,3,0,0.5
1,e20.png,3,0.5,0.2
2,e20.png,3,0,0.2
2,e50.png,1,0.5,0.5
2,e20.png,3,0.5,0.2
1,e100.png,5,0,1
2,e100.png,3,0,1
1,e100.png,2,0,1
2,e30.png,1,0.5,0.3
2,e30.png,3,0,0.3
1,e50.png,2,0,0.5
2,e30.png,1,0.5,0.3
2,e30.png,2,0,0.3
1,e80.png,1,0.5,0.8
2,e20.png,1,0.5,0.2
1,e50.png,3,0,0.5
1,e30.png,5,0,0.3
2,e100.png,3,0.5,1
1,e30.png,3,0.5,0.3
2,e50.png,3,0.5,0.5
1,e100.png,5,0,1
1,e20.png,2,0,0.2
1,e50.png,1,0.5,0.5
2,e50.png,2,0,0.5
2,e80.png,1,0.5,0.8
1,e50.png,5,0,0.5
2,e80.png,3,0,0.8
1,e80.png,2,0,0.8
2,e50.png,5,0,0.5
